date,open,high,low,close
2009-02-09,3.7268,3.8553,3.7098,3.7202
2009-02-10,3.7093,3.8291,3.5586,3.5799
2009-02-11,3.5631,3.5438,3.5186,3.5433
2009-02-12,3.5177,3.6244,3.5817,3.6542
2009-02-13,3.5645,3.6753,3.5623,3.6758
2009-02-17,3.5538,3.5926,3.3869,3.5266
2009-02-18,3.4203,3.4521,3.4488,3.388
2009-02-19,3.3601,3.4048,3.3231,3.3402
2009-02-20,3.2752,3.3,3.2901,3.2786
2009-02-23,3.2732,3.2857,3.179,3.1389
2009-02-24,3.1251,3.3737,3.114,3.375
2009-02-25,3.2544,3.4433,3.2779,3.3905
2009-02-26,3.3092,3.4037,3.2946,3.1893
2009-02-27,3.2041,3.3581,3.2829,3.2368
2009-03-02,3.2237,3.2846,3.2625,3.1795
2009-03-03,3.3375,3.3229,3.2378,3.1639
2009-03-04,3.287,3.435,3.3166,3.3161
2009-03-05,3.2668,3.3978,3.2344,3.3166
2009-03-06,3.1647,3.3116,3.0301,3.0858
2009-03-09,3.0134,3.183,3.0798,3.0736
2009-03-10,3.0826,3.303,3.1092,3.1815
2009-03-11,3.2905,3.4595,3.2946,3.38
2009-03-12,3.3385,3.5827,3.3652,3.5046
2009-03-13,3.4796,3.4929,3.4591,3.5937
2009-03-16,3.5286,3.4797,3.409,3.5434
2009-03-17,3.4466,3.6927,3.5504,3.6079
2009-03-18,3.6213,3.7826,3.6226,3.6285
2009-03-19,3.701,3.8187,3.7207,3.8101
2009-03-20,3.7334,3.8019,3.5949,3.6519
2009-03-23,3.6885,3.8753,3.7411,3.973
2009-03-24,3.93,4.0348,3.8311,3.9761
2009-03-25,3.862,3.95,3.856,3.8208
2009-03-26,3.8822,3.9365,3.8734,3.9491
2009-03-27,4.06,4.0173,3.8,3.8274
2009-03-30,3.7796,3.9307,3.7354,3.813
2009-03-31,3.8519,4.0065,3.87,3.8603
2009-04-01,3.8087,4.0047,3.7581,3.9203
2009-04-02,3.9937,4.296,3.9407,4.2182
2009-04-03,4.0892,4.2909,4.103,4.2288
2009-04-06,4.194,4.3751,4.0956,4.4405
2009-04-07,4.2725,4.2811,4.2538,4.247
2009-04-08,4.3027,4.2424,4.2036,4.2188
2009-04-09,4.3279,4.2884,4.3303,4.4044
2009-04-13,4.4731,4.3791,4.43,4.4574
2009-04-14,4.4298,4.3929,4.2617,4.3618
2009-04-15,4.222,4.2404,4.2748,4.2643
2009-04-16,4.283,4.5599,4.2942,4.5149
2009-04-17,4.452,4.4849,4.3282,4.562
2009-04-20,4.4895,4.4656,4.3976,4.4981
2009-04-21,4.3735,4.4507,4.2555,4.5103
2009-04-22,4.5225,4.6302,4.4257,4.4233
2009-04-23,4.7184,4.7249,4.6178,4.536
2009-04-24,4.6512,4.5368,4.5284,4.478
2009-04-27,4.5107,4.572,4.515,4.6552
2009-04-28,4.5195,4.5535,4.5371,4.5931
2009-04-29,4.587,4.693,4.4528,4.5765
2009-04-30,4.6423,4.6705,4.522,4.5848
2009-05-01,4.5258,4.6446,4.5426,4.5998
2009-05-04,4.721,4.9461,4.72,4.8779
2009-05-05,4.8811,4.781,4.7646,4.9179
2009-05-06,4.9652,4.9553,4.6723,4.9115
2009-05-07,4.9278,4.8362,4.5818,4.7714
2009-05-08,4.73,4.7452,4.5473,4.6229
2009-05-11,4.7079,4.8801,4.56,4.8577
2009-05-12,4.733,4.7823,4.5636,4.4938
2009-05-13,4.4326,4.644,4.271,4.4028
2009-05-14,4.2978,4.5061,4.34,4.3937
2009-05-15,4.3787,4.6711,4.5395,4.4358
2009-05-18,4.5766,4.744,4.3664,4.6602
2009-05-19,4.65,4.7126,4.5823,4.7514
2009-05-20,4.6648,4.6516,4.569,4.6748
2009-05-21,4.5798,4.611,4.447,4.563
2009-05-22,4.5183,4.456,4.3626,4.581
2009-05-26,4.5018,4.7284,4.6187,4.8547
2009-05-27,4.8175,5.0585,4.8764,4.9604
2009-05-28,4.9841,5.0169,4.7993,4.917
2009-05-29,4.8433,4.9164,4.9689,4.904
2009-06-01,4.9093,5.0471,4.8743,5.1944
2009-06-02,5.0203,5.1977,5.1876,5.0946
2009-06-03,5.0865,5.2682,4.9747,5.1728
2009-06-04,5.2226,5.1805,5.1784,5.3219
2009-06-05,5.4394,5.4687,5.149,5.1852
2009-06-08,5.3559,5.3361,5.0042,5.3616
2009-06-09,5.3229,5.3558,5.0203,5.3396
2009-06-10,5.2706,5.1154,5.0301,5.1203
2009-06-11,5.0072,5.1163,4.9551,5.0568
2009-06-12,5.1802,5.0854,4.9627,4.9259
2009-06-15,5.0652,5.0632,4.8768,4.896
2009-06-16,5.0604,4.9627,4.8813,4.9288
2009-06-17,5.1048,5.1219,4.878,5.0638
2009-06-18,4.9833,5.1258,5.0348,4.948
2009-06-19,4.9597,5.0143,5.0065,5.0692
2009-06-22,5.2652,5.1457,4.8813,5.0724
2009-06-23,4.97,5.1266,4.8252,4.825
2009-06-24,4.9044,4.9651,4.9081,5.048
2009-06-25,5.01,5.0451,4.9568,5.029
2009-06-26,5.0087,5.3189,5.1745,5.1895
2009-06-29,5.3629,5.2604,5.286,5.115
2009-06-30,5.25,5.2124,5.1852,5.2637
2009-07-01,5.1634,5.1986,5.25,5.1901
2009-07-02,5.1338,5.1768,5.2058,5.0587
2009-07-03,5.2678,5.1287,5.2365,5.2032
2009-07-06,5.1044,5.1714,5.0445,5.086
2009-07-07,4.9643,5.1448,4.9096,4.9029
2009-07-08,4.8766,5.03,4.8045,5.0716
2009-07-09,5.1371,5.1356,4.9238,4.91
2009-07-10,5.049,5.1631,5.0808,5.0165
2009-07-13,5.2222,5.1652,5.0982,5.1402
2009-07-14,5.1575,5.3345,5.2255,5.0998
2009-07-15,5.3719,5.37,5.1596,5.2527
2009-07-16,5.3866,5.5485,5.3457,5.4811
2009-07-17,5.5039,5.6893,5.516,5.4815
2009-07-20,5.5462,5.578,5.5744,5.584
2009-07-21,5.4961,5.4985,5.514,5.448
2009-07-22,5.698,5.7468,5.6799,5.84
2009-07-23,5.6079,5.7524,5.717,5.7899
2009-07-24,5.761,5.928,5.778,5.7925
2009-07-27,5.7629,5.7546,5.6183,5.873
2009-07-28,5.7802,5.99,5.6681,5.9591
2009-07-29,5.9552,5.9651,5.8478,5.9154
2009-07-30,5.8796,6.0051,6.0476,5.8567
2009-07-31,5.879,6.0357,6.0392,6.0182
2009-08-03,5.9237,6.2034,6.1219,6.2351
2009-08-04,6.0436,6.1609,5.9417,6.1749
2009-08-05,6.0212,6.0157,6.0683,6.0028
2009-08-06,6.0956,6.1722,5.9871,6.0623
2009-08-07,6.0132,6.23,6.0537,6.1414
2009-08-10,6.0699,6.2,6.096,6.0581
2009-08-11,6.098,5.939,5.9668,5.8541
2009-08-12,5.9292,6.0355,6.0422,6.0595
2009-08-13,6.1362,6.1932,5.9575,6.059
2009-08-14,6.0774,6.1283,6.1115,6.0122
2009-08-17,6.1215,5.8514,5.786,5.889
2009-08-18,5.8734,5.9438,5.8136,5.9661
2009-08-19,5.9598,5.9101,6.0621,6.0895
2009-08-20,5.9586,6.011,6.0202,5.9658
2009-08-21,6.1828,6.1955,5.9979,6.0837
2009-08-24,6.0854,6.3597,6.259,6.1826
2009-08-25,6.2475,6.266,6.0968,6.25
2009-08-26,6.2341,6.322,6.0743,6.1998
2009-08-27,6.0572,6.1023,6.1072,6.0596
2009-08-28,6.174,6.2665,6.0792,6.3633
2009-08-31,6.285,6.1357,6.0184,6.274
2009-09-01,6.1791,6.1439,5.9249,6.1139
2009-09-02,6.063,6.0269,6.1111,6.0287
2009-09-03,5.9858,6.2284,6.1353,6.04
2009-09-04,6.0944,6.2336,6.1368,6.2584
2009-09-08,6.1685,6.2274,6.1637,6.3338
2009-09-09,6.3188,6.3064,6.2805,6.378
2009-09-10,6.178,6.4338,6.3122,6.386
2009-09-11,6.4315,6.354,6.2784,6.2949
2009-09-14,6.178,6.2381,6.2568,6.4731
2009-09-15,6.365,6.4172,6.4236,6.4669
2009-09-16,6.4253,6.6405,6.4964,6.6731
2009-09-17,6.7,6.8837,6.7518,6.913
2009-09-18,6.9001,6.9592,6.8843,6.7562
2009-09-21,6.7115,6.6325,6.6271,6.5979
2009-09-22,6.8375,6.6445,6.7966,6.7956
2009-09-23,6.9368,6.9979,6.7426,6.826
2009-09-24,6.8532,6.8052,6.7593,6.821
2009-09-25,6.804,6.868,6.5,6.8092
2009-09-28,6.6734,6.9877,6.634,6.7513
2009-09-29,6.6785,6.8543,6.8311,6.7298
2009-09-30,6.6603,6.7651,6.542,6.9034
2009-10-01,6.7044,6.7668,6.5818,6.7213
2009-10-02,6.7434,6.7979,6.5091,6.6443
2009-10-05,6.67,6.9332,6.7789,6.7128
2009-10-06,6.9223,6.8812,6.811,7.1094
2009-10-07,7.0409,7.0387,7.0427,6.8868
2009-10-08,7.0051,7.1472,6.7892,7.0719
2009-10-09,6.8458,6.9708,7.0199,6.9568
2009-10-12,6.8224,7.0576,6.9484,6.9006
2009-10-13,6.9488,6.8758,6.95,6.9694
2009-10-14,7.2019,6.9679,7.0485,7.028
2009-10-15,6.9091,6.9867,6.7739,6.9853
2009-10-16,7.0288,7.1179,6.7126,6.829
2009-10-19,6.99,6.834,6.8156,7.0462
2009-10-20,7.401,7.2485,7.1727,7.3633
2009-10-21,7.2353,7.6371,7.1611,7.6496
2009-10-22,7.643,7.681,7.3514,7.5204
2009-10-23,7.3805,7.57,7.3785,7.3842
2009-10-26,7.4418,7.5209,7.386,7.3705
2009-10-27,7.2829,7.42,7.3599,7.2329
2009-10-28,7.0597,7.1955,6.899,7.0228
2009-10-29,7.0317,7.2575,7.0546,7.3487
2009-10-30,7.0623,7.1161,6.9129,6.9834
2009-11-02,6.9044,6.9412,6.7499,6.8816
2009-11-03,6.7691,6.8814,6.68,6.7695
2009-11-04,6.9536,7.1328,6.8247,6.8488
2009-11-05,7.1505,7.0437,7.0186,6.976
2009-11-06,6.9474,7.0537,7.1215,6.9763
2009-11-09,7.1922,7.3602,7.226,7.347
2009-11-10,7.4011,7.5882,7.4808,7.5783
2009-11-11,7.4132,7.6831,7.4439,7.6007
2009-11-12,7.4456,7.3231,7.2536,7.5453
2009-11-13,7.4623,7.5945,7.4807,7.3889
2009-11-16,7.3995,7.7516,7.6367,7.4695
2009-11-17,7.6375,7.5143,7.6445,7.4162
2009-11-18,7.3924,7.5216,7.4839,7.611
2009-11-19,7.4941,7.4069,7.4626,7.355
2009-11-20,7.1301,7.5121,7.1202,7.3
2009-11-23,7.4974,7.4742,7.3456,7.4824
2009-11-24,7.4841,7.5659,7.5636,7.6078
2009-11-25,7.6484,7.6434,7.5676,7.3785
2009-11-27,7.4364,7.5116,7.1424,7.487
2009-11-30,7.3938,7.5527,7.3374,7.3881
2009-12-01,7.3058,7.4133,7.3239,7.3844
2009-12-02,7.1381,7.2135,7.2472,7.1299
2009-12-03,7.2479,7.3636,7.1317,7.165
2009-12-04,7.223,7.204,6.985,6.9659
2009-12-07,7.2391,7.1545,6.85,6.8607
2009-12-08,6.7759,7.0025,6.7694,6.9354
2009-12-09,6.8448,7.3145,7.0987,7.0849
2009-12-10,7.1851,7.3082,7.166,7.0938
2009-12-11,7.407,7.114,7.0541,7.2001
2009-12-14,7.036,7.3518,7.1902,7.328
2009-12-15,7.3394,7.1498,6.9262,7.2506
2009-12-16,7.0525,7.1241,7.1974,7.0579
2009-12-17,7.2737,7.2005,7.1496,6.9032
2009-12-18,7.2391,7.0596,6.883,7.0178
2009-12-21,7,7.3449,7.1763,7.1517
2009-12-22,7.2694,7.4567,7.198,7.4324
2009-12-23,7.4121,7.5836,7.3013,7.5467
2009-12-24,7.54,7.6742,7.5887,7.6333
2009-12-28,7.5629,7.7191,7.526,7.7927
2009-12-29,7.7935,7.8631,7.7626,7.6504
2009-12-30,7.7078,7.8448,7.6073,7.6596
2009-12-31,7.9656,7.7814,7.61,7.772
2010-01-04,7.972,7.8014,7.843,7.8859
2010-01-05,7.8073,8.0442,7.9209,7.8487
2010-01-06,7.8888,7.8164,7.5616,7.8649
2010-01-07,7.56,7.8694,7.7042,7.7731
2010-01-08,7.7471,7.6474,7.6129,7.7989
2010-01-11,7.6278,7.6145,7.606,7.6188
2010-01-12,7.8397,7.5951,7.601,7.5236
2010-01-13,7.5272,7.6634,7.5493,7.6248
2010-01-14,7.7674,7.5228,7.7,7.6598
2010-01-15,7.61,7.7021,7.6934,7.5324
2010-01-18,7.56,7.6398,7.4806,7.6109
2010-01-19,7.5921,7.8932,7.7043,7.91
2010-01-20,7.8326,7.9415,7.6862,7.8668
2010-01-21,7.8512,7.9392,7.6477,7.6206
2010-01-22,7.526,7.7111,7.2659,7.1724
2010-01-25,7.4565,7.5762,7.4596,7.2644
2010-01-26,7.7028,7.9109,7.541,7.479
2010-01-27,7.6116,7.6388,7.3014,7.6144
2010-01-28,7.6944,7.6231,7.2728,7.3845
2010-01-29,7.396,7.5066,7.041,7.1102
2010-02-01,7.1296,7,7.007,7.0233
2010-02-02,7.2237,7.084,7.067,7.17
2010-02-03,7.2906,7.21,7.1268,7.4125
2010-02-04,7.3129,7.4296,7.0962,6.9221
2010-02-05,7.1789,7,7.1503,7.2005
2010-02-08,7.2693,7.3685,7.0645,7.2413
2010-02-09,7.346,7.1644,7.0832,7.1305
2010-02-10,7.159,7.0395,7.1355,7.0653
2010-02-11,6.9579,7.4268,7.0769,7.3856
2010-02-12,7.1958,7.4565,7.1662,7.4586
2010-02-16,7.3906,7.5255,7.2155,7.2708
2010-02-17,7.3334,7.4112,7.2179,7.4059
2010-02-18,7.5558,7.3915,7.3691,7.4382
2010-02-19,7.2344,7.4901,7.3545,7.4041
2010-02-22,7.56,7.2806,7.2048,7.202
2010-02-23,7.4062,7.4021,7.0661,7.2411
2010-02-24,7.2226,7.5209,7.1994,7.2916
2010-02-25,7.2001,7.29,7.1748,7.2554
2010-02-26,7.4892,7.4878,7.4875,7.3117
2010-03-01,7.6906,7.6461,7.5528,7.8168
2010-03-02,7.7437,7.7992,7.4954,7.6973
2010-03-03,7.74,7.6562,7.7172,7.5146
2010-03-04,7.6288,7.8895,7.7133,7.83
2010-03-05,7.8528,7.9885,7.9176,7.9485
2010-03-08,8.0625,7.9012,8.0688,7.8373
2010-03-09,7.9093,8.3,8.0179,8.258
2010-03-10,8.2239,8.2035,8.2633,8.17
2010-03-11,8.207,8.1319,8.0731,8.3858
2010-03-12,8.3594,8.3317,8.2564,8.2076
2010-03-15,8.1241,8.4265,7.9254,8.2685
2010-03-16,8.3294,8.224,8.3287,8.1809
2010-03-17,8.2798,8.3587,8.3302,8.3345
2010-03-18,8.2005,8.2657,8.2066,8.0343
2010-03-19,8.1631,8.4359,8.1472,8.0321
2010-03-22,8.035,8.3551,8.2381,8.3268
2010-03-23,8.4217,8.3373,8.0076,8.2745
2010-03-24,8.3746,8.3429,8.2229,8.229
2010-03-25,8.5249,8.4564,8.1466,8.251
2010-03-26,8.2451,8.3818,8.3758,8.571
2010-03-29,8.3924,8.4038,8.4846,8.4596
2010-03-30,8.6711,8.7755,8.384,8.515
2010-03-31,8.67,8.6939,8.5101,8.3987
2010-04-01,8.6543,8.8951,8.6636,8.5402
2010-04-05,8.4464,8.6698,8.4624,8.8689
2010-04-06,8.52,8.84,8.8509,8.59
2010-04-07,8.8175,9.02,8.6198,8.9244
2010-04-08,8.6043,9.0343,8.6927,8.779
2010-04-09,8.9895,8.6923,8.8208,8.8532
2010-04-12,9.098,9.0191,8.8147,9.033
2010-04-13,8.7568,9.0938,8.781,8.7606
2010-04-14,9.1194,8.7868,8.9446,9.06
2010-04-15,8.9536,9.1828,9.135,9.17
2010-04-16,8.9433,9.1231,8.9205,9.0645
2010-04-19,8.9553,9.0093,8.7334,9.2185
2010-04-20,8.9972,9.1724,8.768,8.942
2010-04-21,9.567,9.386,9.5896,9.5937
2010-04-22,9.5741,9.6631,9.37,9.7086
2010-04-23,9.8847,9.9327,9.7754,10.1115
2010-04-26,10.1462,10.1679,9.743,10.042
2010-04-27,9.6656,9.8221,9.3239,9.6896
2010-04-28,9.7095,9.8717,9.1619,9.5503
2010-04-29,9.6452,10.0331,9.4807,9.7124
2010-04-30,10.0483,9.9445,9.7801,9.5282
2010-05-03,9.5861,9.7699,9.7189,9.6979
2010-05-04,9.4822,9.4034,9.1704,9.4646
2010-05-05,9.1127,9.424,8.9834,9.5685
2010-05-06,9.4227,9.4081,7.2699,9.2191
2010-05-07,9.0932,9.1146,8.2096,8.5802
2010-05-10,9.2456,9.3302,9.2463,9.4269
2010-05-11,9,9.4839,9.0951,9.5813
2010-05-12,9.6634,9.5583,9.2807,9.78
2010-05-13,9.4931,9.6662,9.4406,9.6346
2010-05-14,9.4718,9.32,8.9181,9.259
2010-05-17,9.2005,9.5186,9.2459,9.4793
2010-05-18,9.1931,9.623,9.3611,9.1449
2010-05-19,9.31,9.1684,9.0339,8.9233
2010-05-20,8.9957,8.7179,8.6896,8.8271
2010-05-21,8.5783,8.9395,8.3473,8.8494
2010-05-24,8.9928,9.1379,9.212,8.9822
2010-05-25,8.7707,8.9734,8.72,8.9322
2010-05-26,9.2147,9.2989,8.92,8.7258
2010-05-27,9.2785,9.4733,9.039,9.2165
2010-05-28,9.4732,9.4009,9.257,9.5271
2010-06-01,9.293,9.8716,9.6148,9.3748
2010-06-02,9.514,9.4613,9.4795,9.7787
2010-06-03,9.9427,9.8628,9.6046,9.5149
2010-06-04,9.4602,9.5023,9.4725,9.3958
2010-06-07,9.3433,9.5528,9.0464,9.0399
2010-06-08,9.0892,9.4538,9.0268,9.1642
2010-06-09,9.1703,9.3933,8.7363,8.792
2010-06-10,8.766,9.1665,8.96,9.3756
2010-06-11,8.9824,9.0719,8.8531,9.2377
2010-06-14,9.4439,9.7174,9.338,9.1006
2010-06-15,9.4826,9.738,9.436,9.5682
2010-06-16,9.5312,9.6693,9.6833,9.8266
2010-06-17,9.8503,9.7522,9.724,9.8762
2010-06-18,10.0177,9.9489,9.8322,10.0244
2010-06-21,10.3243,10.0033,9.6317,9.6624
2010-06-22,10.148,10.178,9.7329,10.0832
2010-06-23,9.8672,10.0013,9.7239,9.8241
2010-06-24,9.8653,9.77,9.847,9.9804
2010-06-25,10.1232,10.0945,9.6102,9.665
2010-06-28,9.9579,9.7085,9.4997,9.9432
2010-06-29,9.5481,9.8683,9.2516,9.4896
2010-06-30,9.4145,9.489,9.1006,9.2731
2010-07-01,9.2237,9.3,8.9865,9.0218
2010-07-02,8.9752,9.2569,8.8541,8.8217
2010-07-06,9.3352,9.3495,8.838,9.2622
2010-07-07,8.9839,9.3678,9.2482,9.573
2010-07-08,9.6039,9.7958,9.1957,9.5292
2010-07-09,9.6253,9.7012,9.3232,9.6238
2010-07-12,9.305,9.7758,9.5488,9.2629
2010-07-13,9.5592,9.5901,8.9663,9.2735
2010-07-14,9.1898,9.3877,9.1181,9.374
2010-07-15,9.1185,9.5909,9.0658,9.2792
2010-07-16,9.1516,9.5313,8.9506,9.228
2010-07-19,9.0499,9.0102,8.6506,9.1406
2010-07-20,8.7634,9.1495,8.9469,9.1499
2010-07-21,9.5461,9.6542,9.1693,9.33
2010-07-22,9.442,9.7208,9.2977,9.2538
2010-07-23,9.1946,9.6574,9.5753,9.5403
2010-07-26,9.452,9.6882,9.237,9.46
2010-07-27,9.6,9.7493,9.6316,9.8882
2010-07-28,9.4666,9.9021,9.4682,9.33
2010-07-29,9.763,9.4833,9.4585,9.5072
2010-07-30,9.5374,9.473,9.5284,9.3843
2010-08-02,9.6518,9.8422,9.5977,9.3664
2010-08-03,9.4491,9.5762,9.705,9.5551
2010-08-04,9.6396,9.5394,9.5479,9.6672
2010-08-05,9.4408,9.4148,9.5342,9.4976
2010-08-06,9.31,9.575,9.4663,9.621
2010-08-09,9.3676,9.6587,9.6095,9.3872
2010-08-10,9.6056,9.6201,9.373,9.6408
2010-08-11,9.2642,9.4968,8.9711,9.0047
2010-08-12,8.8847,9.2775,8.96,9.178
2010-08-13,9.1606,9.0009,9.2905,9.1244
2010-08-16,8.9643,9.1133,9.1747,8.9079
2010-08-17,9.2071,9.4746,9,9.226
2010-08-18,9.0316,9.354,9.294,9.1403
2010-08-19,9.0637,9.4332,9.1057,9.3452
2010-08-20,8.9206,9.1731,9.0206,9.1675
2010-08-23,9.1644,9,9.186,9.0228
2010-08-24,8.9961,8.8187,8.6432,8.7446
2010-08-25,8.8865,8.9665,8.5317,8.8797
2010-08-26,8.9143,8.9688,8.9089,8.9767
2010-08-27,8.6499,8.9122,8.672,8.8481
2010-08-30,8.9325,8.8447,8.6966,8.8567
2010-08-31,9.0359,9.0443,8.7953,8.7531
2010-09-01,9.1827,9.2717,8.967,9.0998
2010-09-02,9.3077,9.2336,9.112,9.111
2010-09-03,9.431,9.5094,9.1395,9.3327
2010-09-07,9.3489,9.6922,9.4007,9.4653
2010-09-08,9.6054,9.6768,9.5726,9.73
2010-09-09,9.5531,9.7571,9.81,9.6706
2010-09-10,9.7,9.52,9.5446,9.4765
2010-09-13,9.6236,9.6047,9.5723,9.6935
2010-09-14,9.5204,9.8151,9.5394,9.5915
2010-09-15,9.9898,9.6627,9.8778,9.8717
2010-09-16,9.831,9.8943,9.669,10.0807
2010-09-17,9.9686,10.2464,10.0448,10.2372
2010-09-20,10.3269,10.266,9.894,10.5977
2010-09-21,10.2292,10.7526,10.5827,10.4609
2010-09-22,10.1047,10.536,10.3974,10.7829
2010-09-23,10.5262,10.9165,10.4529,10.3557
2010-09-24,10.4884,10.5088,10.8055,10.58
2010-09-27,10.9397,11.0462,10.7503,10.4318
2010-09-28,10.4918,10.8885,9.8303,10.27
2010-09-29,10.523,10.7212,10.2372,10.4676
2010-09-30,10.6308,10.561,10.4429,10.2359
2010-10-01,10.436,10.498,10.0623,10.27
2010-10-04,10.38,10.4229,10.3984,9.9574
2010-10-05,10.461,10.5797,10.215,10.4075
2010-10-06,10.5503,10.5974,10.2573,10.7007
2010-10-07,10.6292,10.6395,10.3966,10.3912
2010-10-08,10.9262,10.9995,10.5165,10.6491
2010-10-11,10.7353,11.0981,11.0364,11.0018
2010-10-12,10.6748,10.8618,10.7091,11.0073
2010-10-13,10.8729,11.0961,11.1809,11.008
2010-10-14,11.1747,11.3404,10.7714,10.8833
2010-10-15,11.3,11.8,11.1026,11.7514
2010-10-18,11.552,11.6963,11.6559,11.7545
2010-10-19,11.3671,11.3122,11.249,11.2275
2010-10-20,11.5187,11.6869,11.4696,11.2376
2010-10-21,11.5602,11.5895,11.4781,11.316
2010-10-22,11.2012,11.5992,11.1049,11.0007
2010-10-25,11.27,11.5424,11.113,11.54
2010-10-26,11.2485,11.3666,10.9788,11.3937
2010-10-27,11.1419,11.3574,11.3771,11.2383
2010-10-28,11.4245,11,11.1445,11.1132
2010-10-29,11.335,11.009,10.9128,10.7611
2010-11-01,11.3048,11.1371,10.9414,11.3213
2010-11-02,11.0704,11.4741,11.4128,11.1996
2010-11-03,11.6051,11.3411,11.5683,11.4765
2010-11-04,11.5772,11.476,11.3222,11.7964
2010-11-05,11.5356,11.6032,11.638,11.654
2010-11-08,11.7585,11.7447,11.5096,11.7292
2010-11-09,11.9512,11.657,11.4283,11.7822
2010-11-10,11.832,11.6253,11.504,11.5644
2010-11-11,11.48,11.6564,11.5554,11.7327
2010-11-12,11.5552,11.7875,11.2275,11.0568
2010-11-15,11.5273,11.3706,11.2087,11.1118
2010-11-16,11.0269,11.3592,10.98,11.1197
2010-11-17,10.9741,11.0302,11.0616,10.7785
2010-11-18,10.9435,11.1473,11.0895,11.2517
2010-11-19,11,11.0613,10.9642,11.2309
2010-11-22,10.9666,11.4863,10.989,11.2164
2010-11-23,11.5473,11.6865,11.0524,11.0723
2010-11-24,11.2153,11.3451,11.4394,11.3874
2010-11-26,11.3949,11.5374,11.5431,11.8
2010-11-29,11.4777,11.3812,11.4878,11.4432
2010-11-30,11.2769,11.4746,11.4473,11.1247
2010-12-01,11.6564,11.4429,11.42,11.3
2010-12-02,11.3763,11.8658,11.7117,11.8599
2010-12-03,11.5034,11.7031,11.8209,11.78
2010-12-06,11.8802,11.5657,11.527,11.5865
2010-12-07,11.7112,11.8912,11.7437,11.7556
2010-12-08,11.5282,11.689,11.8391,11.9728
2010-12-09,11.5673,11.5284,11.5977,11.8621
2010-12-10,11.4713,11.5123,11.4528,11.5939
2010-12-13,11.8087,12.1279,11.8199,11.5153
2010-12-14,11.5649,11.8276,11.7143,11.6766
2010-12-15,11.6874,11.8118,11.7561,11.5662
2010-12-16,11.6517,12.0148,11.511,11.6319
2010-12-17,12.0456,11.8079,11.7875,11.4562
2010-12-20,12.0312,11.9213,11.9058,12.0111
2010-12-21,11.5577,11.9699,11.883,11.8967
2010-12-22,12.108,11.6887,11.8657,12.1143
2010-12-23,11.6413,12.1561,11.6541,11.734
2010-12-27,11.992,12.2023,12.0025,11.7536
2010-12-28,11.8068,12.2179,11.6457,12.0091
2010-12-29,11.7467,11.9845,12.045,12.1719
2010-12-30,11.852,11.6367,11.9222,11.9598
2010-12-31,11.8966,12.0355,11.6193,11.84
2011-01-03,12.0643,11.949,12.1535,12.2121
2011-01-04,12.091,12.093,12.2312,11.8598
2011-01-05,11.9335,12.2726,12.0226,12.143
2011-01-06,12.3838,12.4891,12.465,12.2415
2011-01-07,11.963,12.1855,11.9594,12.4465
2011-01-10,12.5045,12.2879,12.6001,12.4561
2011-01-11,12.7772,12.67,12.3148,12.6303
2011-01-12,12.7058,12.8423,12.4888,12.6853
2011-01-13,12.7674,12.94,12.4708,12.6348
2011-01-14,12.445,12.5822,12.7076,12.95
2011-01-18,11.9863,12.646,11.6507,12.2511
2011-01-19,12.5444,12.46,12.1426,12.5615
2011-01-20,12.0545,12.4304,12.12,12.1447
2011-01-21,12.234,12.22,11.9743,11.733
2011-01-24,11.9383,12.234,12.2088,12.4452
2011-01-25,12.1528,12.4298,12.263,12.5973
2011-01-26,12.617,12.8889,12.8044,12.2958
2011-01-27,12.4715,12.8708,12.824,12.3756
2011-01-28,12.383,12.4,12.4739,12.4122
2011-01-31,12.4269,12.2309,12.285,12.2321
2011-02-01,12.7765,12.9188,12.2026,12.7881
2011-02-02,12.3471,12.523,12.8625,12.7739
2011-02-03,12.8135,12.7662,12.5796,12.3704
2011-02-04,12.5589,12.5097,12.8405,12.583
2011-02-07,12.6804,13.1359,12.8724,12.9384
2011-02-08,12.7679,13.1277,12.9439,13.0768
2011-02-09,12.9486,12.8799,13.2954,13.128
2011-02-10,12.8561,13.2771,12.8075,13.2588
2011-02-11,12.8266,12.9405,12.9096,12.9364
2011-02-14,12.8635,13.3223,12.9713,13.2392
2011-02-15,13.092,12.8681,13.1418,13.4799
2011-02-16,13.5003,13.5671,13.402,13.0368
2011-02-17,13.1158,12.8776,13.04,12.8178
2011-02-18,13.0919,13.087,12.528,12.94
2011-02-22,12.6956,12.7549,12.5935,12.4689
2011-02-23,12.1959,12.6806,12.2269,12.2364
2011-02-24,12.8502,12.5645,12.5426,12.2531
2011-02-25,12.9416,12.4525,12.5389,12.9599
2011-02-28,12.9532,12.7327,13.07,12.6669
2011-03-01,12.8864,13.3216,12.5527,12.7827
2011-03-02,12.8143,13.079,12.7938,13.0325
2011-03-03,13.357,13.3594,12.8746,13.3596
2011-03-04,13.0653,13.0154,13.4017,13.1623
2011-03-07,13.056,12.9457,12.8622,12.8947
2011-03-08,12.8056,12.8255,12.7613,12.7132
2011-03-09,12.7308,12.73,13.1029,13.025
2011-03-10,12.7345,13.0185,12.4924,12.5223
2011-03-11,12.5093,12.6435,12.35,12.6686
2011-03-14,13.0268,12.9303,13.0315,13.1764
2011-03-15,12.808,12.49,12.4788,12.8474
2011-03-16,12.6363,12.47,11.7804,11.8016
